001,bulbasaur,,#399494,222,#62d5b4,100,#101010,91,#83eec5,81,#184a4a,77,#73ac31,76,#bdff73,39,#317373,39,#a4d541,34,#ac0031,23,#526229,22,#ffffff,17,#cdcdcd,10,#ff6a62,8,#ee2039,7
002,ivysaur,,#209483,278,#5acdbd,258,#317b52,227,#101010,153,#104a39,138,#d5415a,125,#10414a,119,#7bd573,101,#ff7b7b,75,#83e6d5,52,#7b3129,50,#62ac5a,49,#ffaca4,34,#ffffff,19
003,venusaur,,#20b49c,734,#105241,399,#ff7b73,367,#107b6a,359,#101010,351,#5a9c39,311,#5ad5c5,300,#de4141,269,#83de7b,260,#833100,237,#ffbdbd,150,#bd6a31,68,#ffffff,57,#ffee52,43,#debd29,35
004,charmander,,#ff9441,220,#de5239,185,#101010,112,#8b2900,79,#ffd57b,61,#e6ac5a,52,#e63900,37,#ffd508,24,#ffc562,14,#f6a400,14,#ffffff,9,#08398b,8,#188bb4,3,#31acee,2
005,charmeleon,,#cd3939,296,#ff524a,244,#101010,215,#ff4100,115,#942010,97,#e6cdac,90,#b48b5a,81,#ffde29,48,#ffa400,38,#ffffff,37,#ff836a,34,#b4b4b4,21,#cdac7b,14,#6a6a6a,10,#005aff,2
006,charizard,,#ee8329,838,#cd5241,778,#084152,502,#833118,299,#eede7b,241,#207394,198,#eeb45a,150,#e64110,120,#ffd510,59,#ffffff,22,#f6a410,19,#cdcdcd,16,#626262,5
007,squirtle,,#5a9ca4,214,#8bc5cd,200,#101010,103,#297383,79,#e6ac5a,52,#cd7b29,52,#ffe69c,41,#ffd56a,33,#832900,21,#b4e6ee,18,#d5cdcd,16,#bd6a00,14,#622900,9,#ffffff,5,#d59452,1
008,wartortle,,#8bacf6,353,#627bc5,255,#101010,222,#d5eef6,175,#bdc5e6,169,#dec58b,162,#29416a,155,#ffffff,145,#ac8b62,107,#acc5ff,50,#6a4a18,25,#946262,20,#31414a,8,#8b5a20,5
009,blastoise,,#5a8bcd,478,#101010,394,#083962,318,#2062ac,278,#d5ac4a,253,#ffffff,154,#5a3918,150,#cdcdd5,141,#4a4a4a,105,#f6d59c,98,#94ace6,89,#949494,77,#8b6241,60,#e6c573,10
010,caterpie,,#31ac41,112,#e6cd94,94,#6ad531,56,#f6ee8b,52,#185a41,40,#52624a,37,#207b4a,36,#ff4141,32,#7b394a,32,#7b834a,28,#acf641,17,#4ac529,16,#ffb439,9,#ff7b41,8
011,metapod,,#6a8b5a,209,#83c54a,153,#394a41,63,#4a6a52,62,#6aa44a,32,#b4e652,25,#ffffff,7
